,,,,,,,,,,,,,,,,,,,,,
Iterations per tickets _6/20/17,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Ticket Number,Assigned To (CSR),Client/Account Name,Severity,Service Offering,Additional Info 1,Additional Info 2,Category,Status,Last Status Modified Date,Date Created-Format,Date Last Modified-Format,Response Date-Format,Date Closed-Format,PER Phase Date-Format,Parent Ticket Number,Child Ticket Number,PER Phase,Production Implementation Tracking,Summary,Time Spent (min),Age(Days)
5377-13462629,User50,Customer10,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Needs Reply,2017-06-19-16.18.55,2017-06-12-15.03.59,2017-06-19-16.18.55,2017-06-19-14.51.32,,2017-06-19-00.00.00,,,Triage,,RE: New PER for Grosfillex 6/19 - Joni conf new AS2 connections are needed.  PER does not appear to be quoted for AS2 connections - asked Pat to requote the PER.  AS2 questionnaire sent to TP. ,18,8
5377-13462919,User27,Customer45,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Assigned,2017-06-19-11.20.28,2017-06-12-16.56.10,2017-06-19-11.20.28,2017-06-13-07.57.57,,2017-06-19-00.00.00,,,Triage,,Request for mapping Nordstrom / Timberland 6/19 - clarifying 850 map to be used for 850 relationship & to develop 860 map.  ,100,8
5377-13462943,User12,Customer71,Sev 4,B2B Services Integration Plus (Managed Services),JUN/N,,S - PER - New Map,Needs Reply,2017-06-19-14.43.05,2017-06-12-17.03.41,2017-06-19-14.43.05,2017-06-12-17.09.54,,2017-03-28-00.00.00,5377-13297139,,Technical Review,,PER - Lindt Japan: Authentication key for new TP Crossmall - Map-LINDT_CROSSMALL_CSV_XML,350,8
5377-13463495,User17,Customer70,Sev 4,B2B Services Integration Plus (Managed Services),JUN/NC1(2),,S - PER - New Map,Assigned,2017-06-19-23.07.52,2017-06-13-01.42.12,2017-06-19-23.07.52,,,,5377-13456837,,,,PER-New map [CEVA_LEAR_PASSTH_I_866_4010],410,7
5377-13463550,User8,Customer22,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Waiting - Client,2017-06-19-02.37.51,2017-06-13-02.12.07,2017-06-19-02.37.51,2017-06-13-08.22.56,,2017-06-08-00.00.00,5377-13454126,,CTE Valiation/Testing,,"Child Ticket for SFTP Communication - DUNAVANT TRANS GULF TRANSPORTATION LLC EDI 204 990 214 PER for -Walmart
IP:  No,  Egress:  No,  Class C:  No ",75,7
5377-13463712,User26,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Other,Needs Reply,2017-06-19-12.01.55,2017-06-13-03.30.54,2017-06-19-12.01.55,2017-06-19-11.52.28,,,,,Triage,,CEVA PER GHO-2017-04139 Fix issues with the Marco Bulk Invoice Report,2,7
5377-13464335,User5,Customer42,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Needs Reply,2017-06-19-07.45.18,2017-06-13-09.29.41,2017-06-19-07.45.18,2017-06-15-06.19.04,,,,5377-13470621,,,PER CINRAM GS1 AS2 Setu,196,7
5377-13464635,User7,Customer30,Sev 3,B2B Services Integration Plus (Managed Services),JUN/A1(1),,S - Map Research,Release - Monthly,2017-06-19-15.29.13,2017-06-13-10.44.21,2017-06-19-15.29.13,,,2017-06-13-00.00.00,5377-13234785,,Technical Review,MAY/ME,PER - Map Change - AXLTNM_DOCEXTRACT_OUT,95,7
5377-13464859,User31,Customer34,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Assigned,2017-06-19-10.52.04,2017-06-13-11.43.10,2017-06-19-10.52.04,2017-06-13-11.56.44,,2017-06-19-00.00.00,,,Technical Review,,"Sears Canada AS2 Migration for AU31001
IP:  Not provided,  Egress:  Not provided,  Class C:  Not provided. ",36,7
5377-13465079,User25,Customer46,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Closed,2017-06-19-07.53.11,2017-06-13-12.59.48,2017-06-19-07.53.11,,2017-06-13-13.02.32,,5377-13415684,,,,"PER - Carbon Copy data to a new trading partner, HighRadius",211,0
5377-13465187,User43,Customer22,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Waiting - Client,2017-06-19-03.27.26,2017-06-13-13.50.22,2017-06-19-03.27.26,2017-06-13-13.54.49,,,5377-13450331,,,,"FRISARDS TRUCKING CO INC 204 990 214 PER for - BP Lubricants  
IP:  Yes,  Egress:  No,  Class C:  No ",40,7
5377-13465673,User34,Customer69,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Needs Reply,2017-06-19-15.35.55,2017-06-13-17.12.55,2017-06-19-15.35.55,2017-06-13-17.23.48,,2017-06-14-00.00.00,,,Technical Review,,PER for setting up SE Square D EDI 210,75,7
5377-13467228,User28,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Client,2017-06-19-12.22.40,2017-06-14-04.49.51,2017-06-19-12.22.40,2017-06-16-15.17.42,,,,,Triage,,CEVA PER GHO-2017-04211 Amazon EDI Invoicing XML Europe # IBM JMS IDs changes,102,6
5377-13467244,User55,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Assigned,2017-06-19-09.24.40,2017-06-14-05.01.26,2017-06-19-09.24.40,,,,5377-13458551,,CTE Technical Implementation,,Develop new IB PIP 3A8 map,60,6
5377-13468310,User5,Customer11,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Needs Reply,2017-06-19-11.41.54,2017-06-14-09.31.15,2017-06-19-11.41.54,2017-06-14-09.37.19,,,,,,,PER Bed Bath Beyond US to Implement 820 inbound,218,6
5377-13468381,User16,Customer21,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Client,2017-06-19-12.04.15,2017-06-14-09.43.00,2017-06-19-12.04.15,2017-06-14-09.51.06,,2017-06-19-00.00.00,,,CTE Valiation/Testing,,Per - Dana via OneNetwork 204-990-214 USXI,149,6
5377-13468539,User26,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Waiting - Client,2017-06-19-12.19.42,2017-06-14-10.40.23,2017-06-19-12.19.42,2017-06-19-12.19.42,,,,,Triage,,CEVA PER VGHO-2017-04176 Nike EDI Invoicing (INVOIC),2,6
5377-13468950,User58,Customer68,Sev 4,B2B Services Integration Plus (Managed Services),JUN/W,,S - PER - New Map,Assigned,2017-06-19-21.14.47,2017-06-14-13.15.53,2017-06-19-21.14.47,2017-06-14-16.05.00,,2017-06-13-00.00.00,5377-13462757,,CTE Technical Implementation,,856 for existing trading partner InnovativeMattress Solutions (IMS)----TEMP_IMS_O_856_4010,157,6
5377-13469275,User34,Customer47,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Needs Reply,2017-06-19-16.48.56,2017-06-14-15.01.55,2017-06-19-16.48.56,2017-06-15-16.32.11,,2017-06-14-00.00.00,5377-13358852,,Technical Review,,"PER - SFTP setup with Whirlpool 
CTE Rule Cleanup",383,6
5377-13469284,User35,Customer60,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Waiting - Client,2017-06-19-18.17.23,2017-06-14-15.06.15,2017-06-19-18.17.23,2017-06-14-15.11.00,,2017-06-15-00.00.00,,5377-13472245,Technical Review,,PER Curascripts Cell Gene 810 Invoice,63,6
5377-13469338,User34,Customer124,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Waiting - Client,2017-06-19-16.08.21,2017-06-14-15.36.05,2017-06-19-16.08.21,2017-06-14-15.54.30,,2017-06-19-00.00.00,,,Technical Review,,"PER - Set up SFTP with Partner INDRA to pass and XML file as-is. No translation required
IP:  Not provided,  Egress:  Not provided,  Class C:  Not provided. ",101,6
5377-13469372,User50,Customer43,Sev 4,B2B Services Integration Plus (Managed Services),JUN/A1(1),,S - PER - New TP,Release - Monthly,2017-06-19-14.57.12,2017-06-14-15.50.11,2017-06-19-14.57.12,2017-06-15-17.38.54,,2017-06-15-00.00.00,,,Triage,,"PER - NFI Industries - NFI-TND = New TP + New 204 Translation Map + New sFTP Connectivity 6/15 - SFTP questionnaire sent to TP.  Relayed Map Lead's request for addl into to BBU.  6/19 - sent f/up to TP & BBU. Rec'd SFTP questionnaire.  
IP:  Yes, Egress:  No,  Class C:  No ",117,6
5377-13469383,User50,Customer43,Sev 4,B2B Services Integration Plus (Managed Services),JUN A1/(.5),,S - PER - New TP,Release - Monthly,2017-06-19-13.52.50,2017-06-14-15.56.34,2017-06-19-13.52.50,2017-06-16-09.48.21,,2017-06-15-00.00.00,,,Triage,,PER - NFI Industries - NFI-SSM + New TP + New 214 Translation Map + Existing sFTP Comms 6/16 - relayed addl info needed to proceed from Map Lead to BBU.  ,48,6
5377-13469473,User54,Customer77,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Assigned,2017-06-19-06.53.15,2017-06-14-16.45.17,2017-06-19-06.53.15,2017-06-15-07.21.30,,2017-06-19-00.00.00,,,Technical Review,,PER_GTOY_810_855.docx 6/15 - need 855 EDI spec ,25,6
5377-13469483,User13,Customer48,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Needs Reply,2017-06-19-10.11.56,2017-06-14-16.48.00,2017-06-19-10.11.56,2017-06-15-07.20.11,,2017-06-19-00.00.00,,,Technical Review,,PER to add an 852 transaction with Meijer ,43,6
5377-13469506,User27,Customer123,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Assigned,2017-06-19-16.51.52,2017-06-14-17.00.30,2017-06-19-16.51.52,2017-06-15-07.27.01,,,,5377-13475039,,,Michelin request for Walmart / TCi routing,5,6
5377-13469667,User37,Customer64,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-01.45.02,2017-06-14-18.31.03,2017-06-19-01.45.02,2017-06-15-07.22.58,,2017-06-16-00.00.00,,5377-13476761,CTE Technical Implementation,,PER - New Outbound 856 Map and TP Setup for Zekelman; App FileModifications,103,6
5377-13470058,User7,Customer76,Sev 4,B2B Services Integration Plus (Managed Services),JUN/W,,S - PER - New Map,Assigned,2017-06-19-13.56.51,2017-06-14-23.29.58,2017-06-19-13.56.51,2017-06-19-13.55.25,,2017-06-15-00.00.00,,,Technical Review,,PER - RSI - New TP + New 855 Translation Map + Van Connectivity,17,6
5377-13470385,User1,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Client,2017-06-19-20.53.56,2017-06-15-03.02.52,2017-06-19-20.53.56,2017-06-19-16.25.39,,,,,Triage,,CEVA PER GHO-201-03654 EDI - US Domestic - Ecolab 204 New TP Id with Scac CEVE,27,5
5377-13470389,User18,Customer20,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-04.53.02,2017-06-15-03.08.58,2017-06-19-04.53.02,2017-06-16-06.47.35,,2017-06-19-00.00.00,,5377-13473756,Production Technical Implementation,,SGCIO: Request to Raise new PER: BMW VDA outbound envelop -CTASK0061933,205,5
5377-13470389,User18,Customer20,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-04.53.02,2017-06-15-03.08.58,2017-06-19-04.53.02,2017-06-16-06.47.35,,2017-06-19-00.00.00,,5377-13473844,Production Technical Implementation,,SGCIO: Request to Raise new PER: BMW VDA outbound envelop -CTASK0061933,205,5
5377-13470430,User25,Customer20,Sev 3,B2B Services Integration Plus (Managed Services),JUN/C2(4),,S - PER - Map Change,Waiting - Client,2017-06-19-20.17.39,2017-06-15-03.38.25,2017-06-19-20.17.39,2017-06-15-12.20.21,,,5377-13275412,,,,"SGCIO: Request to Raise new PER: BOS VA30, VA35 and VA36 flow SGS_WEBA_STAND_VDA4913_IB",306,5
5377-13470621,User5,Customer42,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Waiting - Client,2017-06-19-05.26.54,2017-06-15-06.01.45,2017-06-19-05.26.54,,,,5377-13464335,,,,PER CHILD TICKET FOR AS2 CONNECTION : CINRAM GS1 AS2 Setu,151,5
5377-13470926,User31,Customer34,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Client,2017-06-19-17.21.05,2017-06-15-08.59.09,2017-06-19-17.21.05,2017-06-15-09.02.35,,2017-06-16-00.00.00,,,Technical Review,,PER Envelope creations,329,5
5377-13471044,User22,Customer22,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Work In Progress,2017-06-19-03.52.57,2017-06-15-09.23.56,2017-06-19-03.52.57,2017-06-15-09.26.49,,2017-06-15-00.00.00,,5377-13476772,CTE Technical Implementation,,Hydrite Chemical via Lean 204/990/214 PER,222,5
5377-13471044,User22,Customer22,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Work In Progress,2017-06-19-03.52.57,2017-06-15-09.23.56,2017-06-19-03.52.57,2017-06-15-09.26.49,,2017-06-15-00.00.00,,5377-13477005,CTE Technical Implementation,,Hydrite Chemical via Lean 204/990/214 PER,222,5
5377-13471339,User21,Customer39,Sev 4,B2B Services (Hosted Translations),,,S - PER - parent request,Waiting - Client,2017-06-19-00.33.28,2017-06-15-11.18.13,2017-06-19-00.33.28,2017-06-19-00.33.28,,2017-06-17-00.00.00,,5377-13473757,CTE Technical Implementation,,New Map Request for BHPHOTO US 860,37,5
5377-13471339,User21,Customer39,Sev 4,B2B Services (Hosted Translations),,,S - PER - parent request,Waiting - Client,2017-06-19-00.33.28,2017-06-15-11.18.13,2017-06-19-00.33.28,2017-06-19-00.33.28,,2017-06-17-00.00.00,,5377-13474819,CTE Technical Implementation,,New Map Request for BHPHOTO US 860,37,5
5377-13471428,User34,Customer51,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Partner,2017-06-19-08.38.39,2017-06-15-11.53.17,2017-06-19-08.38.39,2017-06-15-12.01.16,,2017-06-19-00.00.00,,,Technical Review,,"Set up new FTP trading partner : Best Industries 
IP:  Not provided,  Egress:  Not provided,  Class C:  Not provided ",48,5
5377-13471514,User25,Customer41,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-02.56.55,2017-06-15-12.36.56,2017-06-19-02.56.55,2017-06-15-12.47.47,,2017-06-16-00.00.00,,5377-13473873,Production Complete,JUN/E RC/JUN-S,WFOD ? REI PER ? RAREFORM,72,5
5377-13471514,User25,Customer41,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-02.56.55,2017-06-15-12.36.56,2017-06-19-02.56.55,2017-06-15-12.47.47,,2017-06-16-00.00.00,,5377-13473878,Production Complete,JUN/E RC/JUN-S,WFOD ? REI PER ? RAREFORM,72,5
5377-13471688,User19,Customer62,Sev 4,B2B Services Integration Plus (Managed Services),JUN/R1(1.25),,S - Map Research,Waiting - Client,2017-06-19-16.31.50,2017-06-15-13.50.35,2017-06-19-16.31.50,2017-06-15-13.57.18,,,,,,, Map Research - OSU_850_DOCEXTRACT     850 Error Process ID 1138939800,206,5
5377-13472007,User12,Customer13,Sev 3,B2B Services Integration Plus (Managed Services),JUN/N,,S - PER - New Map,Release - Monthly,2017-06-19-05.25.55,2017-06-15-15.55.40,2017-06-19-05.25.55,2017-06-17-00.28.06,,2017-06-09-00.00.00,5377-13439753,,Technical Review,,CEVA PER GHO-2017-03593 EDI - US Domestic - Kardiel EDI invoicing to Kuebix - CEVA_SSYSACK1_Kardiel_210_4010_XML,376,5
5377-13472031,User12,Customer13,Sev 3,B2B Services Integration Plus (Managed Services),JUN/N,,S - PER - New Map,Release - Monthly,2017-06-19-05.22.04,2017-06-15-16.05.14,2017-06-19-05.22.04,,,2017-06-09-00.00.00,5377-13439753,,Technical Review,,CEVA PER GHO-2017-03593 EDI - US Domestic - Kardiel EDI invoicing to Kuebix ESYSACK1 - CEVA_ESYSACK_O_Kardiel_Standard_XML,251,5
5377-13472245,User35,Customer60,Sev 4,B2B Services Integration Plus (Managed Services),JUN/N,,S - PER - New Map,Waiting - Client,2017-06-19-18.06.09,2017-06-15-18.07.49,2017-06-19-18.06.09,2017-06-15-18.16.55,,2017-06-19-00.00.00,5377-13469284,,CTE Valiation/Testing,,PER Curascripts Cell Gene new NOVA_CURASCG_O_810_4010 map,190,5
5377-13473475,User37,Customer40,Sev 3,B2B Services Integration Plus (Managed Services),JUN/C1(1),,S - PER - Map Change,Waiting - Client,2017-06-19-03.58.08,2017-06-16-02.07.29,2017-06-19-03.58.08,2017-06-19-03.16.25,,,5377-13461994,,CTE Technical Implementation,,EMEA - PER - Lindt FR - Change to ORDERS Map x 2 MAP : LINDT_FR_GNR1_D96A_ORDERS_I,172,4
5377-13473844,User18,Customer20,Sev 3,B2B Services Integration Plus (Managed Services),JUN/C1(.75),,S - PER - Map Change,Assigned,2017-06-19-04.50.34,2017-06-16-06.38.00,2017-06-19-04.50.34,,,,5377-13470389,,,, PER map change for BMW map:SGS_ROLL_BMW_STAND_VDA4913_OB,102,4
5377-13474182,User13,Customer50,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Release - Major,2017-06-19-11.16.43,2017-06-16-10.03.02,2017-06-19-11.16.43,2017-06-16-10.10.15,,2017-06-19-00.00.00,,,Production Validation,JUN/EL,FW: PER:  CH Guenther / The Reese Group - OB 855,26,4
5377-13474255,User16,Customer59,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Client,2017-06-19-12.36.42,2017-06-16-10.30.17,2017-06-19-12.36.42,2017-06-16-10.32.51,,2017-06-19-00.00.00,,,CTE Valiation/Testing,,"Please see the attached PER, 3 TP setup requests",62,4
5377-13474291,User9,Customer61,Sev 4,B2B Services Integration Plus (Managed Services),JUN/N,,S - PER - New Map,Waiting - Client,2017-06-19-15.03.18,2017-06-16-10.40.31,2017-06-19-15.03.18,2017-06-19-14.38.53,,2017-06-15-00.00.00,5377-13442770,,Technical Review,,PER - New Map - PHIL_HC_VOLC_IDS_O_810_4010,245,4
5377-13474430,User3,Customer60,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Needs Reply,2017-06-19-17.41.59,2017-06-16-11.34.04,2017-06-19-17.41.59,2017-06-16-11.40.56,,2017-06-16-00.00.00,,,Technical Review,,PER BRIOVAPROD for CC copy to Tracelink of 856 data,34,4
5377-13474445,User50,Customer58,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Other,Work In Progress,2017-06-19-15.38.45,2017-06-16-11.38.32,2017-06-19-15.38.45,2017-06-16-11.53.21,,2017-06-19-00.00.00,,,Triage,,PER MEDASSET New GSID- FAIRMONT01,6,4
5377-13474651,User16,Customer38,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Waiting - Client,2017-06-19-15.32.23,2017-06-16-12.58.55,2017-06-19-15.32.23,2017-06-16-13.01.37,,2017-06-19-00.00.00,,,CTE Valiation/Testing,,PER Sigma - Univ of San Francisco invoice,68,4
5377-13474819,User21,Customer39,Sev 4,B2B Services (Hosted Translations),JUN/N,,S - PER - New Map,Work In Progress,2017-06-19-10.49.10,2017-06-16-14.11.56,2017-06-19-10.49.10,2017-06-19-10.49.10,,,5377-13471339,,,,New Map Request for BHPHOTO US 860 : MANF_BHPHOTO_US_860_I_4010_TO_CSV,215,4
5377-13474871,User4,Customer57,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Assigned,2017-06-19-20.41.51,2017-06-16-14.41.34,2017-06-19-20.41.52,2017-06-16-14.43.29,,,,,,,BU2 New GHX Set Up x1 ,18,4
5377-13475008,User35,Customer53,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Other,Waiting - Client,2017-06-19-11.52.44,2017-06-16-15.50.24,2017-06-19-11.52.44,2017-06-16-15.55.18,,2017-06-19-00.00.00,,,CTE Valiation/Testing,,FW: Lake Charles 856,41,4
5377-13475031,User4,Customer57,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Assigned,2017-06-19-20.43.41,2017-06-16-16.04.58,2017-06-19-20.43.41,2017-06-16-16.11.38,,,,,,,New MedAssets set up x1,19,4
5377-13476761,User47,Customer64,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Assigned,2017-06-19-05.26.22,2017-06-19-01.23.51,2017-06-19-05.26.22,,,2017-06-16-00.00.00,5377-13469667,,CTE Technical Implementation,,PER - New Outbound 856 Map and TP Setup for Zekelman; App FileModifications,50,1
5377-13476772,User22,Customer22,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Closed,2017-06-19-01.34.14,2017-06-19-01.33.49,2017-06-19-01.34.14,2017-06-19-01.34.14,2017-06-19-01.34.14,2017-06-15-00.00.00,5377-13471044,,,,Hydrite Chemical via Lean 204/990/214 PER- New TP,5,0
5377-13477012,User22,Customer56,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - Map Change,Waiting - Client,2017-06-19-08.29.20,2017-06-19-03.15.55,2017-06-19-08.29.20,2017-06-19-03.22.08,,,,,,,Ticket 5377-13276917: EMEA - Fw: Facturation Loreal - Evolution de mapping,15,1
5377-13477041,User26,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Other,Assigned,2017-06-19-06.47.52,2017-06-19-03.41.57,2017-06-19-06.47.52,,,2017-06-19-00.00.00,,,Technical Review,,"CEVA CHANGE GHO-2017-03973 PER -Peru Government requires OFS generation of Electronic Invoices, receipts and credit-debit notes",15,1
5377-13477042,User24,Customer65,Sev 3,B2B Services Integration Plus (Managed Services),,,S - Configuration changes,Needs Reply,2017-06-19-08.20.21,2017-06-19-03.42.59,2017-06-19-08.20.21,,,,,,,,Changes in INVOIC mapping from 26/06/2017 - ISOVER,10,1
5377-13477099,User5,Customer23,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-07.03.06,2017-06-19-04.37.18,2017-06-19-07.03.06,2017-06-19-07.03.06,,,,5377-13477300,,,NEW PER For Hermtiage,51,1
5377-13477099,User5,Customer23,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-07.03.06,2017-06-19-04.37.18,2017-06-19-07.03.06,2017-06-19-07.03.06,,,,5377-13477303,,,NEW PER For Hermtiage,51,1
5377-13477099,User5,Customer23,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-07.03.06,2017-06-19-04.37.18,2017-06-19-07.03.06,2017-06-19-07.03.06,,,,5377-13477306,,,NEW PER For Hermtiage,51,1
5377-13477122,User43,Customer66,Sev 3,B2B Services Integration Plus (Managed Services),,,S - Configuration changes,Assigned,2017-06-19-20.49.08,2017-06-19-04.48.55,2017-06-19-20.49.08,2017-06-19-05.00.09,,,,,,,BRANDT - PER DESADV Special Handling,35,1
5377-13477144,User57,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER TP Contact List Update,Closed,2017-06-19-08.56.27,2017-06-19-05.04.35,2017-06-19-08.56.27,2017-06-19-08.56.27,2017-06-19-08.56.27,2017-06-19-00.00.00,5377-13119886,,,,PER Trading Partner Contact List Update - Siemens new DESADV map setup,35,0
